,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
702,AZP1_V__6990,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
704,AZP1_V__709,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
706,AZP1_V__7182,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
707,AZP1_V__7535,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
708,AZP1_V__7780,Unassigned,Unassigned,Unassigned,,Overlap (VC_929/VC_1487),,,,,,,,,,
709,AZP1_V__790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
711,AZP1_V__8135,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
712,AZP1_V__8323,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
714,AZP1_V__8395,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
715,AZP1_V__853,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
716,AZP1_V__8601,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
718,AZP1_V__8721,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
719,AZP1_V__8775,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
720,AZP1_V__8992,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
721,AZP1_V__9072,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
722,AZP1_V__9119,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_274),,,,,,,,,,
723,AZP1_V__923,Unassigned,Unassigned,Unassigned,,Overlap (VC_333/VC_413),,,,,,,,,,
725,AZP1_V__9505,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
726,AZP1_V__9644,Unassigned,Unassigned,Unassigned,,Overlap (VC_334/VC_345/VC_1545),,,,,,,,,,
728,AZP1_V__9721,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
729,AZP2_V__10123,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
730,AZP2_V__1252,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
732,AZP2_V__1401,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
733,AZP2_V__1930,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
734,AZP2_V__2051,Unassigned,Unassigned,Unassigned,,Overlap (VC_77/VC_1331),,,,,,,,,,
736,AZP2_V__2092,Unassigned,Unassigned,Unassigned,,Overlap (VC_65/VC_826/VC_939),,,,,,,,,,
739,AZP2_V__2358,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
740,AZP2_V__2802,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
741,AZP2_V__2840,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
742,AZP2_V__3086,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
743,AZP2_V__3522,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
744,AZP2_V__3680,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
747,AZP2_V__4759,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
748,AZP2_V__5052,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
749,AZP2_V__5187,Unassigned,Unassigned,Unassigned,,Overlap (VC_22/VC_484),,,,,,,,,,
750,AZP2_V__5484,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_274),,,,,,,,,,
751,AZP2_V__5498,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
753,AZP2_V__5802,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
755,AZP2_V__6010,Unassigned,Unassigned,Unassigned,,Overlap (VC_832/VC_888),,,,,,,,,,
756,AZP2_V__6031,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
758,AZP2_V__6144,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
760,AZP2_V__6521,Unassigned,Unassigned,Unassigned,,Overlap (VC_929/VC_1487),,,,,,,,,,
761,AZP2_V__6650,Unassigned,Unassigned,Unassigned,,Overlap (VC_759/VC_1375),,,,,,,,,,
763,AZP2_V__6990,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
764,AZP2_V__7221,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
765,AZP2_V__7327,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
767,AZP2_V__7504,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
772,AZP2_V__8390,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
773,AZP2_V__8734,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
774,AZP2_V__8960,Unassigned,Unassigned,Unassigned,,Overlap (VC_62/VC_718/VC_838/VC_1129),,,,,,,,,,
776,AZP2_V__9082,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
779,AZP2_V__956,Unassigned,Unassigned,Unassigned,,Overlap (VC_489/VC_1199),,,,,,,,,,
780,AZR1_V__10216,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
781,AZR1_V__107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
783,AZR1_V__1626,Unassigned,Unassigned,Unassigned,,Overlap (VC_614/VC_615),,,,,,,,,,
784,AZR1_V__184,Unassigned,Unassigned,Unassigned,,Overlap (VC_150/VC_304),,,,,,,,,,
785,AZR1_V__2342,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
786,AZR1_V__2406,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
787,AZR1_V__2610,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
788,AZR1_V__2761,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
789,AZR1_V__3294,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
790,AZR1_V__3556,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
791,AZR1_V__3703,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
792,AZR1_V__4793,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
793,AZR1_V__4996,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
794,AZR1_V__5002,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
795,AZR1_V__5075,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
796,AZR1_V__55,Unassigned,Unassigned,Unassigned,,Overlap (VC_630/VC_692),,,,,,,,,,
797,AZR1_V__5887,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
798,AZR1_V__6533,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
799,AZR1_V__84,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
802,AZS0_V__1706,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
805,AZS0_V__3017,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
806,AZS0_V__3568,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
808,AZS0_V__5365,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
810,AZS0_V__6365,Unassigned,Unassigned,Unassigned,,Overlap (VC_345/VC_1545),,,,,,,,,,
811,AZS0_V__8840,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
812,AZS0_V__9251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
813,AZS1_V__1251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
815,AZS1_V__1512,Unassigned,Unassigned,Unassigned,,Overlap (VC_837/VC_961),,,,,,,,,,
822,AZS1_V__2793,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
825,AZS1_V__3570,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
826,AZS1_V__40,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
827,AZS1_V__4139,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
829,AZS1_V__4364,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
832,AZS1_V__6771,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
836,AZS1_V__8427,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
837,AZS1_V__8803,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
838,AZS1_V__9286,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
840,AZS2_V__1251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
842,AZS2_V__1744,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
846,AZS2_V__4325,Unassigned,Unassigned,Unassigned,,Overlap (VC_280/VC_1183/VC_1214),,,,,,,,,,
847,AZS2_V__6931,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
848,AZS2_V__7816,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_274),,,,,,,,,,
849,AZT2_V__115,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
850,AZT2_V__1186,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
852,AZT2_V__1624,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
854,AZT2_V__1827,Unassigned,Unassigned,Unassigned,,Overlap (VC_56/VC_162),,,,,,,,,,
855,AZT2_V__1873,Unassigned,Unassigned,Unassigned,,Overlap (VC_98/VC_288),,,,,,,,,,
856,AZT2_V__2083,Unassigned,Unassigned,Unassigned,,Overlap (VC_144/VC_145),,,,,,,,,,
857,AZT2_V__2164,Unassigned,Unassigned,Unassigned,,Overlap (VC_110/VC_1506),,,,,,,,,,
858,AZT2_V__2258,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
859,AZT2_V__2478,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
860,AZT2_V__2668,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
861,AZT2_V__2719,Unassigned,Unassigned,Unassigned,,Overlap (VC_146/VC_150),,,,,,,,,,
862,AZT2_V__2779,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
863,AZT2_V__319,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
864,AZT2_V__3226,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
866,AZT2_V__3587,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
868,AZT2_V__4502,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
870,AZT2_V__4839,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
872,AZT2_V__5066,Unassigned,Unassigned,Unassigned,,Overlap (VC_27/VC_150),,,,,,,,,,
873,AZT2_V__5367,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
874,AZT2_V__5501,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
877,AZT2_V__5740,Unassigned,Unassigned,Unassigned,,Overlap (VC_621/VC_657),,,,,,,,,,
879,AZT2_V__5832,Unassigned,Unassigned,Unassigned,,Overlap (VC_688/VC_757/VC_886/VC_978),,,,,,,,,,
882,AZT2_V__6487,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
883,AZT2_V__6631,Unassigned,Unassigned,Unassigned,,Overlap (VC_270/VC_271/VC_757),,,,,,,,,,
884,AZT2_V__7174,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
887,AZT2_V__7593,Unassigned,Unassigned,Unassigned,,Overlap (VC_206/VC_299/VC_1192),,,,,,,,,,
888,AZT2_V__763,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
889,AZT2_V__7643,Unassigned,Unassigned,Unassigned,,Overlap (VC_556/VC_557),,,,,,,,,,
890,AZT2_V__7755,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
891,AZT2_V__7830,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
892,AZT2_V__7980,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
895,AZT2_V__8630,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
896,AZT2_V__9933,Unassigned,Unassigned,Unassigned,,Overlap (VC_668/VC_894),,,,,,,,,,
897,AZV1_V__1002,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
899,AZV1_V__10184,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
901,AZV1_V__10322,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
902,AZV1_V__107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
906,AZV1_V__128,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
908,AZV1_V__1360,Unassigned,Unassigned,Unassigned,,Overlap (VC_571/VC_887),,,,,,,,,,
909,AZV1_V__139,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
910,AZV1_V__1562,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
911,AZV1_V__168,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
912,AZV1_V__1707,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
913,AZV1_V__1735,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
914,AZV1_V__1807,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
915,AZV1_V__1907,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
918,AZV1_V__1962,Unassigned,Unassigned,Unassigned,,Overlap (VC_547/VC_988),,,,,,,,,,
919,AZV1_V__1980,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
920,AZV1_V__2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
921,AZV1_V__2025,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
922,AZV1_V__2036,Unassigned,Unassigned,Unassigned,,Overlap (VC_718/VC_838),,,,,,,,,,
924,AZV1_V__2075,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
925,AZV1_V__2111,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
927,AZV1_V__2193,Unassigned,Unassigned,Unassigned,,Overlap (VC_884/VC_991),,,,,,,,,,
929,AZV1_V__2247,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
930,AZV1_V__2253,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
931,AZV1_V__2277,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
932,AZV1_V__2360,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
934,AZV1_V__2378,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
935,AZV1_V__2399,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
936,AZV1_V__2506,Unassigned,Unassigned,Unassigned,,Overlap (VC_874/VC_994),,,,,,,,,,
937,AZV1_V__251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
938,AZV1_V__2590,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
939,AZV1_V__2750,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
940,AZV1_V__2805,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
941,AZV1_V__2836,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
945,AZV1_V__3017,Unassigned,Unassigned,Unassigned,,Overlap (VC_792/VC_970),,,,,,,,,,
947,AZV1_V__3407,Unassigned,Unassigned,Unassigned,,Overlap (VC_998/VC_999),,,,,,,,,,
948,AZV1_V__3442,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
951,AZV1_V__3584,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
952,AZV1_V__364,Unassigned,Unassigned,Unassigned,,Overlap (VC_635/VC_874/VC_995),,,,,,,,,,
954,AZV1_V__3700,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
955,AZV1_V__3776,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
956,AZV1_V__3890,Unassigned,Unassigned,Unassigned,,Overlap (VC_364/VC_580),,,,,,,,,,
957,AZV1_V__3922,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
958,AZV1_V__393,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
960,AZV1_V__43,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
961,AZV1_V__4337,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
963,AZV1_V__4478,Unassigned,Unassigned,Unassigned,,Overlap (VC_832/VC_842),,,,,,,,,,
966,AZV1_V__4575,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
967,AZV1_V__4680,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
968,AZV1_V__4683,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
970,AZV1_V__4765,Unassigned,Unassigned,Unassigned,,Overlap (VC_65/VC_826),,,,,,,,,,
972,AZV1_V__4983,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
973,AZV1_V__4995,Unassigned,Unassigned,Unassigned,,Overlap (VC_220/VC_221),,,,,,,,,,
974,AZV1_V__4999,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
975,AZV1_V__5018,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
976,AZV1_V__5177,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
977,AZV1_V__5185,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
978,AZV1_V__5225,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
980,AZV1_V__5487,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
981,AZV1_V__5497,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
983,AZV1_V__5780,Unassigned,Unassigned,Unassigned,,Overlap (VC_920/VC_1499),,,,,,,,,,
984,AZV1_V__5870,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
986,AZV1_V__5919,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
987,AZV1_V__5995,Unassigned,Unassigned,Unassigned,,Overlap (VC_73/VC_259),,,,,,,,,,
988,AZV1_V__6033,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
989,AZV1_V__6122,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
990,AZV1_V__62,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
992,AZV1_V__6395,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
993,AZV1_V__6417,Unassigned,Unassigned,Unassigned,,Overlap (VC_674/VC_843),,,,,,,,,,
994,AZV1_V__6576,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
995,AZV1_V__659,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
996,AZV1_V__6609,Unassigned,Unassigned,Unassigned,,Overlap (VC_72/VC_878),,,,,,,,,,
999,AZV1_V__7406,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1000,AZV1_V__7577,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1003,AZV1_V__8071,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1007,AZV1_V__8369,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1010,AZV1_V__8938,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1011,AZV1_V__9002,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1012,AZV1_V__9026,Unassigned,Unassigned,Unassigned,,Overlap (VC_27/VC_150),,,,,,,,,,
1016,AZV1_V__9497,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1017,AZV1_V__9556,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1018,AZV1_V__9608,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1020,AZV1_V__9787,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1025,AZX1_V__3296,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1027,AZX1_V__4941,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1029,AZX1_V__9566,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1031,AZX2_V__12,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1032,AZX2_V__1210,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1034,AZX2_V__1463,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1035,AZX2_V__1732,Unassigned,Unassigned,Unassigned,,Overlap (VC_442/VC_596/VC_723),,,,,,,,,,
1036,AZX2_V__2443,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1039,AZX2_V__3416,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1040,AZX2_V__3531,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1041,AZX2_V__407,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1043,AZX2_V__4927,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1044,AZX2_V__5147,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1046,AZX2_V__5394,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1047,AZX2_V__5585,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1049,AZX2_V__5888,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1051,AZX2_V__6058,Unassigned,Unassigned,Unassigned,,Overlap (VC_45/VC_1039),,,,,,,,,,
1052,AZX2_V__6485,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1053,AZX2_V__7900,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1054,AZX2_V__7945,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1057,AZX4_V__107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1058,AZX4_V__1182,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1059,AZX4_V__1233,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1061,AZX4_V__1287,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1063,AZX4_V__190,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1065,AZX4_V__2334,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1066,AZX4_V__2350,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1067,AZX4_V__2356,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1068,AZX4_V__2443,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1069,AZX4_V__2719,Unassigned,Unassigned,Unassigned,,Overlap (VC_146/VC_150),,,,,,,,,,
1073,AZX4_V__322,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1074,AZX4_V__3248,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1075,AZX4_V__3452,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1076,AZX4_V__356,Unassigned,Unassigned,Unassigned,,Overlap (VC_1044/VC_1045),,,,,,,,,,
1079,AZX4_V__3720,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1080,AZX4_V__3987,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1081,AZX4_V__4077,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1083,AZX4_V__4344,Unassigned,Unassigned,Unassigned,,Overlap (VC_206/VC_299/VC_1192),,,,,,,,,,
1084,AZX4_V__4663,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1085,AZX4_V__4836,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1087,AZX4_V__5308,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1088,AZX4_V__5344,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1089,AZX4_V__535,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1090,AZX4_V__542,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1091,AZX4_V__546,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1096,AZX4_V__6928,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1098,AZX4_V__7098,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1100,AZX4_V__7983,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1101,AZX4_V__8423,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1102,AZX4_V__8814,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1104,AZX4_V__9203,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1106,AZX4_V__9263,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1107,AZX4_V__9317,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1108,AZX4_V__9388,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1110,AZX4_V__9602,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1111,AZX4_V__9755,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1112,AZX4_V__976,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1113,Acholeplasma~phage~MV-L1,Unassigned,Inoviridae,Plectrovirus,,Singleton,,,,,,,,,,
1114,Acholeplasma~virus~L2,Unassigned,Plasmaviridae,Plasmavirus,,Singleton,,,,,,,,,,
1119,Achromobacter~phage~phiAxp-1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1120,Achromobacter~phage~phiAxp-2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1125,Acidianus~filamentous~virus~1,Ligamenvirales,Lipothrixviridae,Gammalipothrixvirus,,Outlier,,,,,,,,,,
1126,Acidianus~filamentous~virus~2,Ligamenvirales,Lipothrixviridae,Deltalipothrixvirus,,Outlier,,,,,,,,,,
1132,Acidianus~rod-shaped~virus~1,Ligamenvirales,Rudiviridae,Rudivirus,,Outlier,,,,,,,,,,
1133,Acidianus~rod-shaped~virus~2,Ligamenvirales,Rudiviridae,Unassigned,,Outlier,,,,,,,,,,
1135,Acidianus~tailed~spindle~virus,Unassigned,Bicaudaviridae,Unassigned,,Outlier,,,,,,,,,,
1136,Acidianus~two-tailed~virus,Unassigned,Bicaudaviridae,Bicaudavirus,,Outlier,,,,,,,,,,
1139,Acinetobacter~phage~AP205,Unassigned,Leviviridae,Unassigned,,Singleton,,,,,,,,,,
1149,Acinetobacter~phage~Presley,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
1152,Acinetobacter~phage~YMC13/03/R2096,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1156,Acinetobacter~phage~phiAC-1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1157,Acinetobacter~phage~vB_AbaM_Acibel004,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_1084/VC_1087),,,,,,,,,,
1159,Acinetobacter~phage~vB_AbaM_phiAbaA1,Unassigned,Unassigned,Unassigned,,Overlap (VC_1084/VC_1087),,,,,,,,,,
