contig_id	length	taxa_priority	taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species
G23J_8064V__526	2698	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__9460	2698	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8519_V__3229	2698	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__4093	2699	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7924V__2996	2699	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__1942	2699	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8418_V__1864	2699	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__4411	2700	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN1_V__1673	2700	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__7002	2700	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBF8_V__9228	2700	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__1028	2700	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__7821	2700	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__8426	2701	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7946_V4__6704	2702	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__1340	2702	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8418_V__1156	2702	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__6363	2702	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__209	2702	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__8152	2702	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__5359	2702	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__9302	2703	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__7918	2703	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__6972	2704	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__8242	2705	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZV1_V__2277	2705	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__1387	2705	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8067V__823	2706	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__1631	2706	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8030V__5587	2707	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V18__2728	2708	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__4172	2708	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__8996	2708	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__4198	2708	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__9420	2708	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__9624	2709	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__9872	2709	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__8950	2709	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__3415	2709	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__1200	2709	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY1_V__2142	2710	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__7703	2710	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V18__3144	2710	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZR1_V__3556	2710	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__7326	2710	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__6763	2711	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__6932	2711	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__2056	2711	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__5923	2712	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__4068	2712	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__7263	2712	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__5883	2713	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V6__752	2713	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__5989	2713	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW0_V__9151	2714	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__8023	2714	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7946_V4__7384	2714	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX4_V__5230	2714	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__2833	2714	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__7404	2715	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__9651	2715	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__10170	2715	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__2028	2715	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__4186	2716	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__6930	2716	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__3503	2716	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__10109	2717	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__8383	2717	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP2_V__7504	2717	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__6418	2718	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7943V__3361	2718	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__9536	2718	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__9161	2718	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__5125	2719	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__4783	2719	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__6249	2720	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN3_V__2485	2720	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7924V__435	2720	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__10215	2721	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V9__4362	2721	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__9368	2721	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY1_V__640	2722	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__10205	2722	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__7457	2722	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBF8_V__5236	2722	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__4637	2723	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__2153	2723	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__8687	2723	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM1_V__9606	2723	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__1115	2724	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__2922	2724	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__8781	2724	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZE2_V__5207	2724	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAC3_V__9730	2725	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN3_V__493	2725	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW0_V__2962	2725	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__6877	2725	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__746	2726	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__6719	2726	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__3958	2727	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__9773	2728	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__5992	2728	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__8576	2729	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__10195	2729	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__9074	2729	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__3336	2729	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__1625	2730	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__8898	2730	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__2412	2730	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZV1_V__1807	2731	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V9__3404	2731	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN1_V__6227	2731	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB4_V__250	2731	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM6_V__4391	2732	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__3184	2732	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__6876	2732	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__5040	2732	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZR1_V__107	2732	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__4780	2733	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8060V__732	2733	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF3_V__7111	2733	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__4639	2733	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__7473	2734	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN1_V__7787	2734	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__7063	2735	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM1_V__1759	2735	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__2626	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__3268	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__7167	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__1558	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZV1_V__2399	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY1_V__6374	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AWG10_V__3167	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__7268	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__8308	2736	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__3513	2737	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__4138	2738	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8590_V__1985	2738	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__5476	2739	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__7463	2739	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX4_V__3321	2740	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__3326	2742	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__7603	2743	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__3355	2743	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8062V__6589	2744	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM1_V__4521	2745	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM2_V__3022	2745	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__2191	2746	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8396_V__1492	2746	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__8984	2747	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__10188	2747	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__5287	2747	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__9168	2747	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__9423	2747	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__8561	2747	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V14__3684	2748	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__9217	2748	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__165	2748	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB1_V__3412	2749	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__7730	2749	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__8530	2751	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__2927	2751	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__6272	2751	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__4703	2751	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V9__277	2751	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAJ6_V__9964	2751	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN1_V__3348	2752	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__2832	2752	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__9798	2753	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN1_V__2293	2753	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__4143	2753	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8418_V__4481	2753	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__6565	2753	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY4_V__1253	2755	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__6508	2755	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__9835	2755	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__7270	2755	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__1311	2755	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
MixRN7_V4__4734	2755	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__498	2757	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__7955	2757	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8190_V__4007	2758	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__2338	2758	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__2281	2758	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__9982	2758	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__8999	2759	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8349_V__5783	2759	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZE2_V__9711	2759	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__4005	2759	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZO9_V__5933	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G18F_V14__2960	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__2006	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__5000	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZP1_V__8601	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD0_V__7171	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__866	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__2708	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__3913	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__687	2760	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__7597	2761	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__4841	2761	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY1_V__6334	2761	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX6_V__4423	2762	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__2491	2762	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB2_V__1032	2762	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__3973	2763	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__6881	2763	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8590_V__3283	2763	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__4851	2764	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__4135	2764	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__2575	2764	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN3_V__2437	2765	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__9145	2765	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAC7_V__590	2765	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__2905	2766	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__8281	2766	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7946_V4__10189	2766	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__4673	2767	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__808	2767	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN1_V__9604	2767	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__3015	2767	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAF1_V__5005	2767	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__6651	2768	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__9221	2768	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__3263	2768	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__5007	2768	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7940V__7512	2769	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__8398	2769	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__7189	2770	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__6637	2770	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__315	2770	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8068_V__6667	2770	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__2679	2770	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__2820	2771	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8062V__6257	2771	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G03J_7944_V3__3695	2771	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__4826	2772	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__6445	2772	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__8283	2772	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8405_V__3422	2773	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAW1_V__1844	2773	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__9311	2773	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD1_V__5404	2774	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX1_V__9292	2774	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM1_V__9686	2774	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__1327	2774	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__4730	2774	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__570	2776	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY6_V__546	2776	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8768_V__8233	2776	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBD2_V__10294	2776	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__9942	2776	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8661_V__820	2777	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAL2_V__3396	2778	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__4193	2778	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8653_V__4269	2778	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8196V__4417	2779	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7947_V5__3728	2779	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BBN1_V__1149	2779	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8588_V__1814	2780	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__7702	2780	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AWG0_V__6711	2780	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAX2_V__4908	2780	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH14_V__7624	2780	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZK1_V__442	2780	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__2346	2781	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__3959	2782	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY6_V__9343	2782	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM2_V__6107	2782	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__3497	2782	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__3418	2782	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__8545	2783	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAM2_V__2088	2783	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAY1_V__8858	2784	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZC3_V__7067	2784	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__6894	2784	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__8402	2784	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8062V__8469	2784	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
AZB2_V__8985	2784	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7876_V1__5155	2786	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G21F_7878_V2__5817	2787	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8197_V__6886	2788	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAC7_V__2664	2788	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7937V__6495	2789	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8337_V__1297	2789	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8340_V__1100	2789	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
BAH1_V__583	2789	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_7936V__4893	2790	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G01M_8520_V__6480	2790	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
G23J_8064V__8680	2791	4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
